clause_id,record_id,clause_text,evidence_start,evidence_end,is_policy_action,instrument_labels,direction,D1,D2,D3,D4,D5,D6,D7,annotator_id,annotation_status
CLAUSE_02e86ad1c0ab517c880a57f3,POL_81A137F48886060D3CF8,"购房人申请限购区域内购房资格的,家庭住房情况核查范围调整为市五区行政区域。",257,294,,,,,,,,,,,,unlabeled
CLAUSE_45903be23a9e96fdbe85c146,POL_81A137F48886060D3CF8,”“金融机构要加强对购房人在市五区行政区域内家庭住房套数、住房贷款等情况的审核认定。,294,336,,,,,,,,,,,,unlabeled
CLAUSE_e80c8456cf13467dfee47881,POL_81A137F48886060D3CF8,"”“每批次预售建筑面积不少于5万平方米,每批次间隔时间不少于3个月。",336,370,,,,,,,,,,,,unlabeled
CLAUSE_5ea42a188af2fb8a8ad73053,POL_81A137F48886060D3CF8,”,370,371,,,,,,,,,,,,unlabeled
CLAUSE_2289a158bacaecba41f10825,POL_FE3028682ABEE7E0C35D,"“2020年8月1日起,申请预售的商品住房项目(含前期已办过预售和首次办理预售的项目),每期申请预售的建筑面积须不少于30000平方米”“开发企业取得商品住房预售许可证或现售备案证书后,应在10日内一次性公开全部销售房源,并严格按照申报价格明码标价对外销售。",0,129,,,,,,,,,,,,unlabeled
CLAUSE_47d7bcd95bb3da7ee807b463,POL_FE3028682ABEE7E0C35D,"”“无真实有效的认购书及定金缴纳证明材料的,开发企业不得以房屋已被认购为由不对外销售。",129,172,,,,,,,,,,,,unlabeled
CLAUSE_dcd47b1671223333d8b7b025,POL_FE3028682ABEE7E0C35D,"”“新建商品住房项目一次性或分期申请预售(或现售)的,须以幢(栋)为单位申报销售价格,同一幢(栋)每套住宅均价相差幅度不宜超过20%。",172,239,,,,,,,,,,,,unlabeled
CLAUSE_11e6d37dd004049a4b110024,POL_FE3028682ABEE7E0C35D,"首期首次申报销售价格的,每幢(栋)申报均价应不高于前三个月属地镇街(园区)同类型新建商品住房申报均价的10%(含);",239,297,,,,,,,,,,,,unlabeled
CLAUSE_989ac54ba34f2019708dc9f3,POL_FE3028682ABEE7E0C35D,"分期申报销售价格的,每幢(栋)申报均价应不高于本项目对上一期同类型商品住房申报均价的5%(含)。",297,345,,,,,,,,,,,,unlabeled
CLAUSE_cb0dfc278efb2914476bde43,POL_FE3028682ABEE7E0C35D,"”“新建商品住房项目实行精装修交付的,住宅户内精装修工程每平方米造价原则上不超过2000元/平方米,超过以上标准的须提交第三方工程造价咨询机构的评估报告”",345,422,,,,,,,,,,,,unlabeled
CLAUSE_7b5a1d1d41a41c9076b461e5,POL_D17F5E7AA5CAC4BD59E2,"“按照相关规定,在苏州市从事环境卫生、消防、护理、殡仪服务、保安、公交驾驶、民办教育等特殊艰苦行业一年以上(含一年)时间的,加100分。",0,68,,,,,,,,,,,,unlabeled
CLAUSE_2d3aa4b21cff4ccd989edf10,POL_D17F5E7AA5CAC4BD59E2,"”“合法稳定住所,是指属于本人房屋所有权的住宅房;",68,93,,,,,,,,,,,,unlabeled
CLAUSE_cf2217d57c665869bfafb80c,POL_D17F5E7AA5CAC4BD59E2,拥有公有住房租赁证的承租人租住的房屋;,93,112,,,,,,,,,,,,unlabeled
CLAUSE_8bde4b55d4726e3a058354b0,POL_D17F5E7AA5CAC4BD59E2,本市中低收入住房困难家庭租住的公共租赁住房;,112,134,,,,,,,,,,,,unlabeled
CLAUSE_fc071187ad870baa05d3b4bd,POL_D17F5E7AA5CAC4BD59E2,办理租赁登记备案的租赁住宅房屋。,134,150,,,,,,,,,,,,unlabeled
CLAUSE_a39d9de3ab45a596d8ec276c,POL_D17F5E7AA5CAC4BD59E2,”,150,151,,,,,,,,,,,,unlabeled
CLAUSE_aa61d1a977eecd0de770dbed,POL_668C26F2B68A709C0F9B,"“大家也关心房地产的状况,从中央银行的监测来看,房地产融资也在保持比较稳定的状况,5月末全口径的房地产融资增速10.3%,这个增速比同期的社会融资规模的增速要低2.2个百分点。",0,88,,,,,,,,,,,,unlabeled
CLAUSE_7cd6fdd359d1b3135b5baeca,POL_668C26F2B68A709C0F9B,"”“关于房地产市场本身,住建部门和国家统计局都有相应的数据发布。",88,120,,,,,,,,,,,,unlabeled
CLAUSE_dc95aac656f152e8960a4a3b,POL_668C26F2B68A709C0F9B,"从我们和他们沟通的情况来看,在疫情最严峻的时候,房地产开工建设和销售都受到了比较大的影响,现在基本上恢复到疫情前的发展态势。",120,182,,,,,,,,,,,,unlabeled
CLAUSE_f6fa2a40e42e5d3083d43323,POL_668C26F2B68A709C0F9B,"从金融的角度来看,这些年我们一直是着力于引导商业银行优化信贷结构,把投向房地产的金融资源控制在适度的范围之内。",182,237,,,,,,,,,,,,unlabeled
CLAUSE_a3341f757927bcf62b28867a,POL_668C26F2B68A709C0F9B,"早些年大家都很关注商业银行对房地产行业新增贷款占各项贷款增量的比例,曾经高达43%、44%,这些年在相应的政策引导下,这个比例逐年下降,今年1-5月份占比已经降到25%。",237,322,,,,,,,,,,,,unlabeled
CLAUSE_dee36df144085fbdcfd3adfe,POL_668C26F2B68A709C0F9B,"”“另外又要抓住合理让利这个关键,保市场主体,特别是更多地关注贷款利率的变化,继续深化LPR改革,推动贷款实际利率持续下行和企业综合融资成本明显下降,为经济发展和稳企业保就业提供有利条件。",322,416,,,,,,,,,,,,unlabeled
CLAUSE_9033811ad497540c882b3781,POL_668C26F2B68A709C0F9B,”,416,417,,,,,,,,,,,,unlabeled
CLAUSE_619186ec47560a4cded90145,POL_875A76B01E4AAFF4DD28,“部分市场乱象有所反弹。,0,12,,,,,,,,,,,,unlabeled
CLAUSE_694f95c32afb0cca735140d2,POL_875A76B01E4AAFF4DD28,"一些高风险影子银行死灰复燃,有的以新形式新面目企图卷土重来。",12,42,,,,,,,,,,,,unlabeled
CLAUSE_1fc88fe093042d2844af035c,POL_875A76B01E4AAFF4DD28,企业、住户等部门杠杆率上升。,42,56,,,,,,,,,,,,unlabeled
CLAUSE_299ae4a96dedd943fa59a3a9,POL_875A76B01E4AAFF4DD28,"部分资金违规流入房市股市,推高资产泡沫。",56,76,,,,,,,,,,,,unlabeled
CLAUSE_ca44e898840088a9a9a499b7,POL_875A76B01E4AAFF4DD28,”,76,77,,,,,,,,,,,,unlabeled
CLAUSE_a861750f93943fb5e234ee8c,POL_EEBAB12FF184B27D3231,"“深户居民家庭、成年单身人士(含离异)须在本市落户满3年,且能提供购房之日前在本市连续缴纳36个月及以上个人所得税或社会保险证明,方可购买商品住房。",0,74,,,,,,,,,,,,unlabeled
CLAUSE_85146b689ec29ad1268f1299,POL_EEBAB12FF184B27D3231,"”“夫妻离异的,任何一方自夫妻离异之日起3年内购买商品住房的,其拥有住房套数按离异前家庭总套数计算。",74,124,,,,,,,,,,,,unlabeled
CLAUSE_3406e3ca1365f8d82dee9956,POL_EEBAB12FF184B27D3231,"”“购房人家庭名下在本市无房且无商业性住房贷款记录或公积金住房贷款记录的,继续执行贷款首付款比例最低30%的政策;",124,181,,,,,,,,,,,,unlabeled
CLAUSE_5c405135a6dbf95a68d8a37b,POL_EEBAB12FF184B27D3231,"购房人家庭名下在本市无房但有商业性住房贷款记录或公积金住房贷款记录的,购买普通住房的贷款首付款比例不低于50%,购买非普通住房的贷款首付款比例不低于60%;",181,259,,,,,,,,,,,,unlabeled
CLAUSE_e4c0df9b83fc0dbc25caf05c,POL_EEBAB12FF184B27D3231,"购房人家庭名下在本市拥有1套住房的,购买普通住房的贷款首付款比例不低于70%,购买非普通住房的贷款首付款比例不低于80%。",259,320,,,,,,,,,,,,unlabeled
CLAUSE_c7947a84c8105b47cd33b569,POL_EEBAB12FF184B27D3231,”“个人住房转让增值税征免年限由2年调整到5年。,320,344,,,,,,,,,,,,unlabeled
CLAUSE_6afa1edb5608f376c178a40c,POL_EEBAB12FF184B27D3231,”“享受优惠政策的普通住房应当同时满足以下条件:住宅小区建筑容积率在1.0(含)以上;,344,387,,,,,,,,,,,,unlabeled
CLAUSE_1bc84799462254cfa2cc3ad0,POL_EEBAB12FF184B27D3231,单套住房套内建筑面积120(含本数)平方米以下或者单套住房建筑面积144(含本数)平方米以下;,387,434,,,,,,,,,,,,unlabeled
CLAUSE_d42cbbef6113ee47e51989eb,POL_EEBAB12FF184B27D3231,实际成交总价低于750(含本数)万元。,434,453,,,,,,,,,,,,unlabeled
CLAUSE_90f02cc1eec6fd3d7ce582ed,POL_EEBAB12FF184B27D3231,”,453,454,,,,,,,,,,,,unlabeled
CLAUSE_3b7c9cf36a58c9ba8e93a642,POL_B28EBE2CE1F9909ADAA1,"“本市海曙区、江北区、镇海区、北仑区、鄞州区、奉化区行政区域内无住房且符合下列条件之一的家庭,可以按照本通知要求优先认购1套商品住房:1.家庭成员具有市六区户籍的;",0,82,,,,,,,,,,,,unlabeled
CLAUSE_00f7637fa259a0b56723fa40,POL_B28EBE2CE1F9909ADAA1,2.近三年内在市六区已连续缴纳24个月及以上社会保险的;,82,110,,,,,,,,,,,,unlabeled
CLAUSE_ca4940efe7940279bf06f7bc,POL_B28EBE2CE1F9909ADAA1,3.本人或配偶属于本市引进的顶尖人才、特优人才、领军人才、拔尖人才、高级人才的。,110,150,,,,,,,,,,,,unlabeled
CLAUSE_951428f44bbb72550417e141,POL_B28EBE2CE1F9909ADAA1,以上三类家庭统称“无房家庭”。,150,165,,,,,,,,,,,,unlabeled
CLAUSE_599268b5392b8721492cc135,POL_B28EBE2CE1F9909ADAA1,"无房家庭优先认购的商品住房,须取得不动产权属证书满5年后方可转让。",165,198,,,,,,,,,,,,unlabeled
CLAUSE_efe3247a785169ea574ea576,POL_B28EBE2CE1F9909ADAA1,”,198,199,,,,,,,,,,,,unlabeled
CLAUSE_dd5aa6a07d4d176365320ec8,POL_EB26FB0DF6661211CE32,"“优先保障本市户籍无房家庭的刚性购房需求,商品住宅项目向本市户籍无房家庭提供每批次不低于30%比例的房源。",0,53,,,,,,,,,,,,unlabeled
CLAUSE_91c46e521ee0e01bb1d155a5,POL_EB26FB0DF6661211CE32,"”“夫妻离异的,任何一方自离异之日起2年内购买商品住房的,其拥有住房套数按离异前家庭总套数计算。",53,101,,,,,,,,,,,,unlabeled
CLAUSE_3435b6f16f6914611acb3ea3,POL_EB26FB0DF6661211CE32,”,101,102,,,,,,,,,,,,unlabeled
CLAUSE_a7fb086a843b54e0a8c4566b,POL_44B52504005EE3CF65D7,"“牢牢坚持房子是用来住的、不是用来炒的定位,坚持不将房地产作为短期刺激经济的手段,坚持稳地价、稳房价、稳预期,因城施策、一城一策,从各地实际出发,采取差异化调控措施,及时科学精准调控,确保房地产市场平稳健康发展。",0,106,,,,,,,,,,,,unlabeled
CLAUSE_a05440e20f0816574e2c57c9,POL_44B52504005EE3CF65D7,”,106,107,,,,,,,,,,,,unlabeled
CLAUSE_8866d71d16fee772b918fdc4,POL_D26244702E4A23819478,"“原则上要求新供应住宅用地项目、政府主导城市更新住宅项目配建不少于住宅计容建筑面积10%的安居房,用于人才住房等用途。",0,59,,,,,,,,,,,,unlabeled
CLAUSE_38360dedb1636e3642c51fc5,POL_D26244702E4A23819478,"”“非本市户籍居民家庭在本市购买第一套商品住房的(新建商品住房或二手商品住房,下同),须提供购房之日前2年内在本市逐月连续缴纳1年以上社会保险证明;",59,133,,,,,,,,,,,,unlabeled
CLAUSE_0def0aebea24286c669f5684,POL_D26244702E4A23819478,"购买第二套商品住房的,须提供购房之日起前3年内在本市逐月连续缴纳2年以上社会保险证明。",133,176,,,,,,,,,,,,unlabeled
CLAUSE_bf21b3b8ba0d9907ac2bf7d8,POL_D26244702E4A23819478,"非本市户籍居民家庭在本市行政区域内拥有2套及以上商品住房的,暂停向其销售商品住房。",176,217,,,,,,,,,,,,unlabeled
CLAUSE_1cbe651a419645d3657acfa0,POL_D26244702E4A23819478,"”“自本通知施行之日起在本市行政区域内购买的商品住房(以网签时间为准,含新建商品住房和二手住房),须取得不动产权证满3年后方可交易转让。",217,285,,,,,,,,,,,,unlabeled
CLAUSE_6e8b45813b88b5e1367705cb,POL_D26244702E4A23819478,"”“对于异地缴存住房公积金的职工,在我市购房申请住房公积金贷款的,职工本人或其配偶须为本市户籍。",285,333,,,,,,,,,,,,unlabeled
CLAUSE_20c3e395ad196f80b55fcc7d,POL_D26244702E4A23819478,”,333,334,,,,,,,,,,,,unlabeled
CLAUSE_e6ea079f2b8adf9004606ffa,POL_2320073DF2BEB5F7AC95,"坚持房子是用来住的、不是用来炒的定位,落实房地产长效管理机制,不将房地产作为短期刺激经济的手段。",0,48,,,,,,,,,,,,unlabeled
CLAUSE_30f20712487d98ee00fa5b53,POL_489726ACAE8575200892,"取得预售许可的商品房项目,房地产开发企业要在10日内一次性公开全部准售房源及每套房屋价格,并严格按照申报价格,明码标价对外销售。",0,64,,,,,,,,,,,,unlabeled
CLAUSE_efcdf7a801abed87e587c8a3,POL_489726ACAE8575200892,房地产挨罚企业不得采取捂盘惜售、化整为零、饥饿营销、雇人排队等手段制造销售旺盛的虚假氛围。,64,109,,,,,,,,,,,,unlabeled
CLAUSE_d42c1bf95e2c78cf3e84cfbd,POL_4DE6CD50982B61F52555,“购买新建自住住房。,0,10,,,,,,,,,,,,unlabeled
CLAUSE_9cd7828c4db42e7e01fdb6a6,POL_4DE6CD50982B61F52555,"借款人夫妻双方均在我省缴存住房公积金的家庭,贷款最高额度为100万元;",10,45,,,,,,,,,,,,unlabeled
CLAUSE_47fff0dc7b05f4bd6ea0bf43,POL_4DE6CD50982B61F52555,"借款人仅单方在我省缴存的,贷款最高额度为70万元。",45,70,,,,,,,,,,,,unlabeled
CLAUSE_453e6cd1e1e92a974ec4eab1,POL_4DE6CD50982B61F52555,购买二手自住住房。,70,79,,,,,,,,,,,,unlabeled
CLAUSE_52e66f300400681866ac0830,POL_4DE6CD50982B61F52555,"借款人夫妻双方均在我省缴存住房公积金的家庭,贷款最高额度为70万元;",79,113,,,,,,,,,,,,unlabeled
CLAUSE_fc94a856ff60f267c68c9a72,POL_4DE6CD50982B61F52555,"借款人仅单方在我省缴存的,贷款最高额度为40万元。",113,138,,,,,,,,,,,,unlabeled
CLAUSE_eb986ad14550f6c8eeb89f7c,POL_4DE6CD50982B61F52555,”“省外缴存住房公积金的职工在本省购置住房。,138,160,,,,,,,,,,,,unlabeled
CLAUSE_cab81e99076c97e99fab63e5,POL_4DE6CD50982B61F52555,"借款人夫妻双方或借款人仅单方在省外缴存住房公积金的,在我省购买新建或二手自住住房申请使用住房公积金贷款(以下简称异地贷款),贷款最高额度分别参照上述相应贷款类型的最高额度标准的60%执行。",160,254,,,,,,,,,,,,unlabeled
CLAUSE_5c9e8d957d6d4b870b24f0b6,POL_4DE6CD50982B61F52555,"”“进一步落实住房和城乡建设部的有关规定,在省外缴存住房公积金的借款人,申请我省住房公积金贷款不再仅限“海南户籍职工”,并取消提供“户口本原件及复印件”材料。",254,333,,,,,,,,,,,,unlabeled
CLAUSE_a37e1db8942fd35fa5297ad6,POL_4DE6CD50982B61F52555,"”“借款人购买二手自住住房申请住房公积金贷款的,最低首付款比例为40%。",333,369,,,,,,,,,,,,unlabeled
CLAUSE_a13b31e2cc44cc81fd4bdc8d,POL_4DE6CD50982B61F52555,”,369,370,,,,,,,,,,,,unlabeled
CLAUSE_c7be2ad586c2fb8b897aec89,POL_E86DEAD7BF9B70C3422A,"完善商品住房限购政策,夫妻离异后2年内购买商品住房的,其拥有住房套数按离异前家庭在本市市区范围内拥有住房套数计算。",0,57,,,,,,,,,,,,unlabeled
CLAUSE_0df3544655858db28165aa3d,POL_E86DEAD7BF9B70C3422A,个人住房转让增值税征免年限由2年调整到5年。,57,79,,,,,,,,,,,,unlabeled
CLAUSE_7f8507853524ad90b0ca145b,POL_E86DEAD7BF9B70C3422A,"对已拥有一套住房且相应购房贷款未结清的居民家庭,再次申请商业性个人住房贷款购买商品住房的,最低首付比例调整为不低于60%。",79,140,,,,,,,,,,,,unlabeled
CLAUSE_47b969ffa78e990b2fb824aa,POL_923A79133553E5B8CE95,"2017年4月11日零时以前完成网签的商品住房(含新建商品住房和二手商品住房,下同),无限转让年限要求。",0,52,,,,,,,,,,,,unlabeled
CLAUSE_061fa800dcffebc848a70fc5,POL_923A79133553E5B8CE95,"2017年4月11日零时至2020年7月24日24时期间完成网签的商品住房,须取得不动产权证满2年后方可交易转让(含赠与)。",52,114,,,,,,,,,,,,unlabeled
CLAUSE_f62e91a398ab66c53a2a29f3,POL_923A79133553E5B8CE95,"3.2020年7月25日零时以后完成网签的商品住房,须取得不动产权证满3年后方可交易转让(含赠与)。",114,164,,,,,,,,,,,,unlabeled
CLAUSE_cbfa91251f3b2794948bfdf8,POL_EFA69C4BB9A24487418B,完善住房限购政策。,0,9,,,,,,,,,,,,unlabeled
CLAUSE_f1ee81d46370b46cd6446734,POL_EFA69C4BB9A24487418B,"以父母投靠成年子女方式落户本市的,须满3年方可作为独立购房家庭在本市限购范围内购买新建商品住房和二手住房。",9,62,,,,,,,,,,,,unlabeled
CLAUSE_a8ebefa30df18555e5b42949,POL_EFA69C4BB9A24487418B,调整无房家庭认定标准。,62,73,,,,,,,,,,,,unlabeled
CLAUSE_eb36378980246bb0023dbe9a,POL_EFA69C4BB9A24487418B,"30周岁以上未婚单身且在本市限购范围内无自有住房记录的购房人和离异单身满3年且在本市限购范围内无自有住房记录满3年的购房人,可认定为无房家庭。",73,144,,,,,,,,,,,,unlabeled
CLAUSE_a41b60a17c5d8c3a3f003ab5,POL_3F25B6E7DBAE89633924,"凡在本通知施行后新购买常州市区(不含金坛区)商品住房(包括新建商品住房和二手住房)的,自取得不动产权证后满4年方可上市交易。",0,62,,,,,,,,,,,,unlabeled
CLAUSE_eed83ca81a5b25fed4f161f8,POL_3F25B6E7DBAE89633924,"经江苏省市场利率定价自律机制商定,完善常州市区(不含金坛区)差别化住房信贷政策,对已拥有一套住房且相应购房贷款未结清的居民家庭,再次申请商业性个人住房贷款购买商品住房的,最低首付款比例调整为不低于60%。",62,164,,,,,,,,,,,,unlabeled
CLAUSE_e2e1c37f983a27309e74ca44,POL_1516DCF812145D5F616D,"八、严格执行个人购买首套商品住房首付比例不低于30%规定,第二套商品住房首付比例提高到50%。",0,47,,,,,,,,,,,,unlabeled
CLAUSE_7ca84231711f670fbc9bc5d1,POL_1516DCF812145D5F616D,"首付款须一次性支付,禁止分期支付和“首付贷”。",47,70,,,,,,,,,,,,unlabeled
CLAUSE_62411b0b96e36bd5b9fa8b37,POL_1516DCF812145D5F616D,将个人住房转让增值税免征年限由2年调整到5年。,70,93,,,,,,,,,,,,unlabeled
CLAUSE_b86787d650abf504951cadbe,POL_86BD84E0CA84F9263588,"(九)提高公证摇号中棚改、无房居民家庭优先的比例,棚改优先最低比例由10%提高到20%,无房居民家庭优先最低比例由棚改优先后剩余房源的50%提高到60%。",0,77,,,,,,,,,,,,unlabeled
CLAUSE_611edac4ba629fa53401fef5,POL_86BD84E0CA84F9263588,"(十一)发挥税收调节作用,个人住房转让增值税征免年限由2年调整到5年。",77,112,,,,,,,,,,,,unlabeled
CLAUSE_3472ca2e93f65abb5e891f3c,POL_6E43FDB10FFF63CB606E,我市住房公积金贷款和提取规定作出以下调整:一、调整最高贷款额度。,0,32,,,,,,,,,,,,unlabeled
CLAUSE_69e9de713d3badf42164424b,POL_6E43FDB10FFF63CB606E,(一)首套房最高贷款额度由120万元调整为90万元;,32,58,,,,,,,,,,,,unlabeled
CLAUSE_0db8b9a7c0c4d0584382702c,POL_6E43FDB10FFF63CB606E,(二)二套房最高贷款额度由80万元调整为50万元。,58,83,,,,,,,,,,,,unlabeled
CLAUSE_678532ac876e26bdde61237e,POL_6E43FDB10FFF63CB606E,二、增加购买外市二手房申请提取的条件。,83,102,,,,,,,,,,,,unlabeled
CLAUSE_50f4113287c2151715b8c08e,POL_6E43FDB10FFF63CB606E,购买外市二手房应办出不动产权证满6个月方可申请提取。,102,128,,,,,,,,,,,,unlabeled
CLAUSE_9a4ba944607895f4ba4980c4,POL_6E43FDB10FFF63CB606E,三、停止受理物业管理费提取。,128,142,,,,,,,,,,,,unlabeled
CLAUSE_c512d983d754a03530dfecb3,POL_1C65E81EF85C5F596CB4,调整商品住房信贷政策。,0,11,,,,,,,,,,,,unlabeled
CLAUSE_30f79cd58cb22f0c2c7fc511,POL_1C65E81EF85C5F596CB4,"购买首套商品住房贷款最低首付比例不得低于30%,购买二套商品住房最低首付比例不得低于40%。",11,57,,,,,,,,,,,,unlabeled
CLAUSE_6cb403da6c68cbb3e9cffd71,POL_1C65E81EF85C5F596CB4,不予发放第三套及以上商品住房贷款。,57,74,,,,,,,,,,,,unlabeled
CLAUSE_e30360edd4383dd0e8895616,POL_9D1CE920D5B31D7F6FF0,"改革开放以来,虎门、长安、大岭山、大朗、黄江、樟木头、凤岗、塘厦、清溪9镇,为东莞改革发展作出了巨大贡献。",0,53,,,,,,,,,,,,unlabeled
CLAUSE_c36509b7f94ed66e2434ffc6,POL_9D1CE920D5B31D7F6FF0,"市委十四届十一次全会审议通过《关于进一步完善区域协调发展格局推动南部各镇加快高质量发展的意见》,把推动南部各镇加快高质量发展作为融入“一核一带一区”区域发展格局的又一重要抓手,努力打造成为深莞深度融合发展的样板和引领全市高质量发展的高地。",53,172,,,,,,,,,,,,unlabeled
CLAUSE_7d154b76ec9a7e1484f07c92,POL_5A94451FA975903295EC,七、进一步完善差别化住房信贷政策。,0,17,,,,,,,,,,,,unlabeled
CLAUSE_c710d8422d428f93fe271932,POL_5A94451FA975903295EC,"对在市中心区已拥有1套住房的居民家庭,为改善居住条件购买第二套住房申请商业性个人住房贷款,首付款比例不低于50%;",17,74,,,,,,,,,,,,unlabeled
CLAUSE_e3fcd9e32435c9d8c1e78275,POL_5A94451FA975903295EC,"对购买第三套及以上住房的居民家庭,暂停发放商业性个人住房贷款。",74,105,,,,,,,,,,,,unlabeled
CLAUSE_695bab0e292693ba1b0a921b,POL_7F5BF01875E28133B6A5,四是完善差别化住房信贷措施。,0,14,,,,,,,,,,,,unlabeled
CLAUSE_04c34d6511da3f5ce07619aa,POL_7F5BF01875E28133B6A5,首套房首付款比例不低于20%;,14,29,,,,,,,,,,,,unlabeled
CLAUSE_14941eda0bbc5cec344094ab,POL_7F5BF01875E28133B6A5,二套房首付比例不得低于40%;,29,44,,,,,,,,,,,,unlabeled
CLAUSE_91395bf0d34a50d26acc70a5,POL_7F5BF01875E28133B6A5,"对购买二套以上住房的居民家庭,暂停发放商业性个人住房贷款。",44,73,,,,,,,,,,,,unlabeled
CLAUSE_376e2ecdda24b23acad46e78,POL_7F5BF01875E28133B6A5,六是实行商品住房限购限售政策。,73,88,,,,,,,,,,,,unlabeled
CLAUSE_095a52f0d6f7e3d500d232b4,POL_7F5BF01875E28133B6A5,非宁夏户籍居民家庭在银川市内限购1套商品住房。,88,111,,,,,,,,,,,,unlabeled
CLAUSE_2f5dab0ce6f2a70603c1f71f,POL_7F5BF01875E28133B6A5,"银川市辖三区新取得预售许可的商品住房项目购房人,自签订商品房买卖合同之日起满2年后,方可转让。",111,158,,,,,,,,,,,,unlabeled
CLAUSE_07ebb875f832f5bf2019d60c,POL_666FDC0C14A739C4C590,二、严格实行“双备案”制度。,0,14,,,,,,,,,,,,unlabeled
CLAUSE_a06a1f95c5fc139a0ff5bdc1,POL_666FDC0C14A739C4C590,"绍兴市区(含越城区、柯桥区、上虞区和镜湖新区)新建商品住房备案价格实行“双备案”制度,须经区联席会议审议通过后提交市联席会议审议确定。",14,81,,,,,,,,,,,,unlabeled
CLAUSE_1710486611eb4cc56610f797,POL_666FDC0C14A739C4C590,"新开盘项目价格备案须综合考虑同区域内其他类似房源价格或“地价+成本”等因素,加推盘项目价格备案不得高于首次备案的商品住房价格。",81,144,,,,,,,,,,,,unlabeled
CLAUSE_d1193e5db0da2e21836598fb,POL_44754B70C9971F5B250E,"开发建设单位在申报成品住房预售许可前,应按不同户型设置交付标准样板房。",0,35,,,,,,,,,,,,unlabeled
CLAUSE_e2644db985cc965ac19521ad,POL_44754B70C9971F5B250E,样板房要真实反映户型、结构、装修标准和施工质量。,35,59,,,,,,,,,,,,unlabeled
CLAUSE_56cc2fe57448e7988687eeb8,POL_44754B70C9971F5B250E,"开发建设单位应在交付标准样板房施工完成后,组织施工、设计、监理等单位进行验收,验收合格后方可向市民开放展示。",59,113,,,,,,,,,,,,unlabeled
CLAUSE_bd7278a113c297a4d8275f0b,POL_44754B70C9971F5B250E,"样板房应保留至该户型成品住房取得交付使用通知书三个月后方可撤除,并留存影像资料备查。",113,155,,,,,,,,,,,,unlabeled
CLAUSE_c304f289a528c38447bf9e69,POL_C3578194A7F754AB56FD,二、推行限房价、限地价、竞配建的住宅用地出让方式。,0,25,,,,,,,,,,,,unlabeled
CLAUSE_2e418e38d7a71e45e3c2a9e7,POL_C3578194A7F754AB56FD,"建立房价、地价联动机制,住宅用地采取“限房价+限地价+竞配建”的方式公开出让,地块设定最高限价,在最高限价内按照价高者得原则确定竞得入选人。",25,95,,,,,,,,,,,,unlabeled
CLAUSE_23565a5de3a69a919dd6fa26,POL_C3578194A7F754AB56FD,"当有两个或两个以上竞买人报价达到最高价时,转入竞报配建公租房或自持住房面积阶段,并以竞报配建住房面积最多者为竞得入选人。",95,155,,,,,,,,,,,,unlabeled
CLAUSE_097aa0d3761780476b2c3685,POL_C3578194A7F754AB56FD,三、扩大限售楼盘范围。,155,166,,,,,,,,,,,,unlabeled
CLAUSE_2a1edfdaed312b781babcc4f,POL_C3578194A7F754AB56FD,"对市场关注度高的热点地块,土地出让前明确该楼盘销售的商品住宅自《商品房买卖合同》网签备案之日起5年内不得转让。",166,221,,,,,,,,,,,,unlabeled
CLAUSE_4226d57f77aeb4aed76248e0,POL_C3578194A7F754AB56FD,五、加强商品住房预售管理。,221,234,,,,,,,,,,,,unlabeled
CLAUSE_ae8261d64fa2adff25aae179,POL_C3578194A7F754AB56FD,"严格执行商品住房预售许可政策,除土地出让文件对预售规模作出特殊约定外,建筑面积3万平方米及以下的,须一次性申请预售;",234,292,,,,,,,,,,,,unlabeled
CLAUSE_c5cf1703879f13c33a54cc15,POL_C3578194A7F754AB56FD,"建筑面积3万平方米以上分期申请预售的,每期预售建筑面积不少于3万平方米,尾期建筑面积低于3万平方米的须一次性申请预售。",292,351,,,,,,,,,,,,unlabeled
CLAUSE_1ee62133d9838df900c9dfb6,POL_A109CE60F8A617ADA875,二、实行住房限售政策。,0,11,,,,,,,,,,,,unlabeled
CLAUSE_474a2d094b2e1298630d54a9,POL_A109CE60F8A617ADA875,"本通知实施之日起在台州市区新购买的住房(含新建商品住房和二手住房),自取得不动产权证书满3年后方可转让。",11,63,,,,,,,,,,,,unlabeled
CLAUSE_58db6c78792df4732346ef55,POL_A109CE60F8A617ADA875,购买时间以交易合同网签时间为准。,63,79,,,,,,,,,,,,unlabeled
CLAUSE_730be549b8847c727c8c2227,POL_A109CE60F8A617ADA875,市或相关区房产管理和不动产登记部门应当在交易合同备案和不动产权证书中标明房屋转让限制信息。,79,124,,,,,,,,,,,,unlabeled
CLAUSE_2aead917ee8ae49b1cbbc94e,POL_A109CE60F8A617ADA875,三、加强商品房预售管理。,124,136,,,,,,,,,,,,unlabeled
CLAUSE_28ba64762e32ec05340bcf87,POL_A109CE60F8A617ADA875,"严格执行商品房预售许可政策,分期申请预售的商品房项目,每期预售建筑面积不少于3万平方米(尾期除外);",136,186,,,,,,,,,,,,unlabeled
CLAUSE_9063a77ce0a40aa69bcd648f,POL_A109CE60F8A617ADA875,建筑面积3万平方米及以下的项目一次性申请预售。,186,209,,,,,,,,,,,,unlabeled
